,id,Startup,Sector,Business_Model,Employee_count,Employment_taxes,Turnover,Year_Founded,Website
255,514,Botguard,CyberTech,B2B,2,"12,600.00","2,000.00",2019,https://botguard.net
256,517,SOMA Smart Home,Consumer,"B2B, B2C",8,"12,400.00","127,700.00",2013,www.somasmarthome.com
257,520,ExtendLaw OU,Business,B2B,5,"12,400.00","158,200.00",2016,http://extendlaw.com/
258,522,Modern Mobility,Transportation,"B2G, B2C",7,"12,200.00","37,800.00",2018,https://www.modernmobility.eu/
259,524,Binalyze,CyberTech,"B2B, B2C",2,"12,100.00","1,500,000.00",2018,www.binalyze.com
260,525,MyDello,Transportation,B2B,2,"12,100.00","586,000.00",2018,MyDello.com
261,527,PRNEWS.IO,AdTech &,"B2B,",2,"11,800.00","798,900.00",2018,https://prnews.io
262,529,Adact,AdTech &,B2B,3,"11,600.00","42,900.00",2019,www.adact.me
263,531,Hausing,PropTech &,"B2B, B2C,",2,"11,500.00","12,100.00",2017,www.hausing.ee
264,533,Joyixir,Gaming,"B2C,",5,"11,500.00","83,600.00",2020,https://joyixir.com
265,535,BugBox Ltd,AgTech &,"B2B, B2C",4,"11,400.00","9,600.00",2015,www.bugbox.ee
266,537,ConTech,Business,"B2B, B2C",1,"11,300.00","97,100.00",2020,https://www.consumertech.ee/
267,539,Up Catalyst,CleanTech,B2B,10,"11,300.00","2,100.00",2019,https://www.upcatalyst.com/
268,540,VeeRa,FinTech,B2B,3,"11,200.00","78,300.00",2016,https://veera.eu/
269,541,Marketing Sharks,AdTech &,-,6,"11,100.00","71,900.00",2012,http://www.marketingsharks.ee/
270,543,RunProperty.com,PropTech &,B2B,4,"11,000.00",,2021,https://runproperty.com
271,546,Teamweek,Business,-,2,"11,000.00","609,700.00",2017,https://teamweek.com/
272,548,InfraFly,Business,B2B,3,"11,000.00","14,400.00",2017,https://oms.infrafly.ee/
273,550,Adovinci,AdTech &,B2B,5,"11,000.00","7,100.00",2017,www.adovinci.com
274,552,QDO,Business,B2B,5,"10,900.00","75,300.00",2019,https://qdo.ee/
275,554,Bacca,Business,"B2B, B2G,",5,"10,800.00","86,500.00",2018,baccasoft.com
276,556,CTF Tech,CyberTech,"B2B, B2G,",14,"10,700.00","10,800.00",2020,www.ctftech.com
277,558,Allies,Business,B2B,4,"10,600.00","51,200.00",2018,https://allies.digital
278,560,guavaHR,Communication,B2B,5,"10,100.00","49,100.00",2018,www.guavahr.com
279,561,Sharewell,Business,B2B,3,"10,100.00","15,600.00",2020,www.sharewell.eu
280,563,Navicup,TravelTech,"B2G,",5,"10,000.00","42,200.00",2019,navicup.com
281,565,Creatomus Solutions,PropTech &,B2B,8,"9,400.00","78,200.00",2015,https://www.creatomus.com
282,567,Airpatrol,CleanTech,-,2,"9,400.00","60,300.00",2012,http://www.airpatrol.eu/
283,568,Hoovi,FinTech,B2B,3,"9,300.00","64,400.00",2018,www.hoovi.ee
284,569,Migrevention,"HealthTech, Life","B2B, B2C,",3,"9,200.00",,2020,www.migrevention.com
285,572,Leadfinder,Business,B2B,5,"9,200.00","60,500.00",2020,www.leadfinder.ai
286,575,FanSifter,AdTech &,B2B,3,"9,100.00","11,500.00",2019,https://fansifter.com/
287,577,ForPeeps Payments,FinTech,B2B2C,2,"9,100.00","1,800.00",2018,https://forpeeps.eu
288,578,New Garage Time,Business,-,2,"8,900.00","50,200.00",2011,http://www.newtime.ee/
289,580,Hive.id,CyberTech,B2B2C,1,"8,800.00",,2018,https://hive.id
290,581,TutorId,EdTech,B2C,2,"8,600.00","3,600.00",2015,https://tutor.id/
291,582,EnderTuring,Business,B2B,1,"8,400.00","71,200.00",2018,https://enderturing.com
292,584,Praktikal,EdTech,"B2B, B2G,",11,"8,400.00","17,400.00",2021,https://praktikal.ee
293,586,Digital Wedding!,Consumer,"B2G, B2C",2,"8,300.00","36,700.00",2019,www.securetech.ee/dw
294,592,Operose Labs OU,Business,B2B,2,"8,200.00",,2017,www.operose.io
295,594,DATA CORPORATION OU,Business,"B2B, B2G,",1,"8,100.00","8,000.00",2018,https://identix.one
296,596,Vocal Image,EdTech,B2C,1,"8,000.00","142,800.00",2021,https://www.vocalimage.app/
297,597,ALPA Kids,EdTech,"B2B, B2G,",7,"7,800.00","18,500.00",2018,https://alpakids.com/
298,599,Exscudo OU,FinTech,"B2B, B2C",3,"7,700.00",,2016,www.exscudo.com
299,600,Crezu,FinTech,B2C,2,"7,600.00","5,800,000.00",2018,crezu.com
300,601,Ringy,Consumer,B2B2C,4,"7,600.00","85,900.00",2020,www.ringy.app
301,606,Excipio,Business,-,1,"7,600.00","58,300.00",2012,http://www.benuevo.com/
302,608,Einsteins Square,EdTech,B2B2C,2,"7,500.00","354,400.00",2018,https://square.lepreschools.com
303,609,reWiLD,CleanTech,"B2B, B2G",6,"7,300.00","19,400.00",2013,www.rewild.ee
304,610,Ari Care,CleanTech,"B2B, B2C,",6,"7,300.00","14,600.00",2021,https://ari.shop
305,612,Traxby,Consumer,"B2B, B2C",8,"7,200.00","39,500.00",2013,www.traxby.com
306,617,KrattWorks,CleanTech,"B2B, B2G,",3,"7,200.00","12,000.00",2018,www.krattworks.com
307,620,DocuMental,"HealthTech, Life","B2B, B2C",1,"7,100.00",,2016,www.documental.ee
308,623,VARCUS Solutions,Transportation,B2B,3,"7,000.00","28,700.00",2020,https://varcus.com/
309,625,Themo,CleanTech,B2B,3,"7,000.00","53,500.00",2014,https://themo.io/
310,626,HUGO.legal,Business,"B2B, C2C",4,"7,000.00","256,500.00",2015,www.hugo.legal
311,628,Piixpay,FinTech,"B2B,",2,"6,900.00",,2018,https://www.piixpay.com/
312,630,NutriLoop,CleanTech,"B2B, B2G,",3,"6,900.00","18,700.00",2018,nutriloop.org
313,633,Fienta,AdTech &,"B2B, B2C",1,"6,800.00","77,400.00",2014,https://fienta.com/
314,635,AdoptoMedia,AdTech &,B2B,8,"6,800.00","100,200.00",2017,http://www.adoptomedia.com/
315,637,Moticheck,Business,B2B,2,"6,800.00","5,400.00",2021,moticheck.com
316,639,LANDEX,FinTech,"B2B, B2C",3,"6,700.00",,2021,https://www.landex.ai/
317,640,AlphaAR,Consumer,B2B,4,"6,700.00","47,800.00",2018,https://alphaar.io/
318,643,Calidity,CleanTech,B2B,7,"6,700.00","58,000.00",2016,https://www.calidityapp.com/
319,647,Merkuur OU / Mobile,EdTech,"B2B, B2G,",3,"6,600.00","30,700.00",2016,https://www.merkuur.eu/summary
320,649,Klovy,TravelTech,-,1,"6,000.00","66,600.00",2013,http://www.klovy.com/
321,650,Folderit,Business,B2B,1,"5,800.00","45,200.00",2014,https://www.folderit.com
322,654,itrays OU,Consumer,"B2B,",2,"5,700.00","83,700.00",2020,https://itrays.ee
323,657,UXDN,Business,B2B,1,"5,500.00","38,500.00",2019,https://flowlab.ai
324,659,Larva.io,PropTech &,"B2B,",1,"5,500.00","6,900.00",2019,https://www.larva.io/
325,663,WIP (workinpeace.io),Business,"B2B,",3,"5,400.00","13,900.00",2018,https://workinpeace.io/venues/
326,665,WAPI,Transportation,B2B,2,"5,400.00","859,900.00",2019,https://www.wapi.com
327,667,SetGo,Business,B2B,2,"5,300.00","7,400.00",2019,https://www.setgo.ee/
328,669,MOST TECHNOLOGY,Business,"B2B,",1,"5,300.00",,2021,https://most.technology
329,671,Teremarket,Business,-,2,"5,200.00","216,900.00",2013,http://teremarkets.com/index.html
330,673,Crystalspace OU,SpaceTech,"B2B,",3,"5,100.00","17,400.00",2013,https://crystalspace.eu
331,675,BHC Laboratory,CyberTech,-,1,"5,100.00","82,500.00",2012,https://www.bhclab.com/
332,676,Lennuabi,TravelTech,B2C,2,"5,000.00","23,900.00",2016,https://www.lennuabi.ee/en/
333,677,TranslateWise,Business,"B2B,",2,"5,000.00",,2018,www.translatewise.com
334,679,ContentQuo,Business,"B2B, B2G",1,"4,800.00","87,800.00",2015,https://contentquo.com/
335,681,Polkadex,FinTech,B2C,3,"4,800.00",,2020,https://www.polkadex.trade/
336,682,Gallerist,AdTech &,-,2,"4,800.00","20,600.00",2014,http://galleristapp.com/
337,684,QPage.one,Business,B2B,2,"4,800.00","18,100.00",2020,https://www.qpage.one/
338,686,CAV Solutions,CyberTech,B2B,2,"4,700.00","6,400.00",2021,cav.ee
339,687,Appkeep,Business,B2B,1,"4,700.00","52,700.00",2016,https://appkeep.co
340,690,WiseDrive,Consumer,"B2B, B2C",2,"4,600.00","15,200.00",2019,www.wisedrive.ee
341,693,SKYCORP,SpaceTech,"B2B, B2G",4,"4,600.00","2,500.00",2017,www.sky-corp.eu
342,694,Autolevi,Transportation,"B2B, C2C,",3,"4,600.00","20,200.00",2013,http://www.autolevi.ee/
343,696,DataCalculus,Business,B2B,2,"4,600.00","4,800.00",2019,https://datacalculus.com/
344,698,BookSwap,Consumer,"C2C,",4,"4,500.00","8,100.00",2016,www.bookswap.co.uk
345,701,Mobinner,AdTech &,"B2B, B2C",2,"4,500.00",,2017,https://mobinner.com
346,703,BaBash,Consumer,B2B2C,2,"4,400.00","3,700.00",2018,babash.eu
347,706,FACT Industries,SpaceTech,B2B,4,"4,400.00",,2017,www.fact-industries.com
348,707,Quppy,FinTech,B2B2C,1,"4,300.00",,2018,www.quppy.com
349,708,Artano,FinTech,"B2B, C2C",1,"4,300.00","5,600.00",2021,artano.io
350,709,Sama Sama studios,Gaming,-,5,"4,200.00","17,300.00",2015,http://www.samasama-studios.com/
351,712,GDPR Register,Business,B2B,1,"4,100.00","26,100.00",2018,www.gdprregister.eu
352,714,Bide prints,Advanced,B2B,5,"4,000.00","33,300.00",2021,www.bide.ee
353,717,Cityntel,CleanTech,-,2,"4,000.00","9,700.00",2014,http://www.cityntel.com/
354,722,Soter Analytics,"HealthTech, Life","B2B, B2G",1,"4,000.00",,2016,https://soteranalytics.com/
355,725,Edumus,EdTech,B2B,3,"4,000.00",,2020,https://global.edumus.org/
356,729,PocketPro,Consumer,"B2B, C2C,",3,"3,900.00","1,800.00",2021,www.pocketpro.ee
357,732,Arf,FinTech,"B2B, B2C,",1,"3,800.00","2,400.00",2019,https://www.arf.one/
358,734,C-box,Transportation,"B2B, B2C",2,"3,800.00",,2021,c-box.eu
359,736,Myinnergo,"HealthTech, Life",-,3,"3,800.00","12,100.00",2014,https://www.myinnergo.co.uk/
360,739,CareMate,Consumer,C2C,5,"3,700.00","10,100.00",2017,www.caremate.ee
361,742,Remosi Technology,Communication,"B2B, B2C",2,"3,600.00",,2019,remosi.com
362,743,Loti Digital,CyberTech,"B2B, B2G,",1,"3,600.00","46,500.00",2020,https://lotidigital.com
363,745,gratico,Business,"B2B, B2C",1,"3,600.00","10,500.00",2020,https://www.grati.co
364,747,FashLab,AdTech &,B2B2C,2,"3,600.00","316,600.00",2016,www.fashlab.com
365,750,Planyard,PropTech &,B2B,2,"3,600.00","23,000.00",2018,https://www.planyard.com
366,752,PopSpot,Communication,"C2C, B2C",1,"3,400.00","12,200.00",2021,www.popspot.com
367,753,Consorto,PropTech &,"B2B,",1,"3,400.00","2,100.00",2017,www.consorto.com
368,755,Zubax Robotics OU,SpaceTech,"B2B, B2G",2,"3,300.00","112,300.00",2015,https://zubax.com/telega
369,756,KosherDev,AgTech &,-,1,"3,300.00","9,000.00",2014,https://kosherdev.com/
370,758,Snacka!,Communication,"B2B, B2C,",2,"3,200.00","5,300.00",2021,https://www.snacka.app/
371,760,Basaar,AdTech &,C2C,2,"3,200.00","17,100.00",2013,https://basaar.com
372,762,EUROPESHUTTLE OU,TravelTech,"B2B, B2G,",2,"3,200.00","63,500.00",2018,www.europeshuttle.com
373,765,Planlogi,Transportation,-,2,"3,100.00","17,400.00",2018,http://planlogi.ee/
374,767,Kalida Contract,Advanced,"B2B,",1,"3,100.00","55,000.00",2020,https://visualize.kalidacontract.com
375,770,NeuraKinesis,"HealthTech, Life","B2B, C2C",2,"3,100.00","52,000.00",2017,http://neurakinesis.eu/
376,773,Noise Machine,AdTech &,-,1,"3,100.00","7,700.00",2017,https://noisemachine.eu/
377,776,AIcont,Business,B2B,1,"2,900.00",,2018,aicont.eu
378,779,Aerostat H2H,Business,B2B2C,4,"2,900.00","40,000.00",2020,www.h2h.ee
379,781,The Maiden,Gaming,B2C,1,"2,900.00",,2019,https://blindfoxstudio.com/
380,782,Votemo,AdTech &,"B2B,",4,"2,900.00","7,200.00",2018,votemo.eu
381,784,Vementis Group,"HealthTech, Life",B2B,1,"2,800.00","107,700.00",2013,http://vementis.com/
382,790,Moonable,FinTech,"B2B, B2G,",2,"2,800.00","27,900.00",2021,www.moonable.finance
383,793,SmartMicroPharmacy,"HealthTech, Life",B2B2C,2,"2,700.00","374,300.00",2017,https://glamarium.com/
384,798,ParamountDax,FinTech,B2C,1,"2,600.00","127,600.00",2018,www.paramountdax.io
385,799,Power Algae,CleanTech,"B2B,",2,"2,600.00",,2013,www.poweralgae.eu
386,801,2local,FinTech,"B2B, B2C",1,"2,600.00",,2021,https://2local.io/
387,803,MeGusto,AgTech &,-,2,"2,500.00","12,500.00",2014,http://megusto.ee/
388,805,PROXXIFY,Consumer,"B2B,",2,"2,500.00",,2020,www.proxxify.net
389,812,AliNull,Consumer,"B2B, B2C",2,"2,500.00",,2018,alinull.com
390,815,BaseTracK,Transportation,B2B,4,"2,500.00",,2019,www.basetrack.net
391,817,flexaa,Business,"B2B, B2G,",1,"2,400.00","7,900.00",2020,flexaa.com
392,819,Cyber Boxer,CyberTech,"B2B,",2,"2,400.00",,2019,www.cyberboxer.com
393,821,WageCan,FinTech,"B2B, B2C",1,"2,400.00","8,000.00",2016,wagecan.com
394,822,PANGEYA,Consumer,"B2B,",1,"2,400.00","11,900.00",2020,https://pangeyagroup.com/en/
395,825,Official IQ Test,"HealthTech, Life",B2C,2,"2,400.00",,2020,https://officialiqtests.com
396,828,Veloxmobile OU,EdTech,B2C,3,"2,400.00",,2017,https://multikey.app/
397,831,VidiPost,AdTech &,"B2B,",1,"2,300.00","15,000.00",2019,www.vidipost.com
398,833,Flowbase,Advanced,"B2B,",3,"2,300.00","7,700.00",2018,www.flowbase.io
399,836,Challenger Solutions,CleanTech,B2B,1,"2,300.00","18,700.00",2017,https://northwindengineering.com/
400,837,Sunmill,CleanTech,"B2B, B2C",1,"2,300.00",,2020,www.sunmill.energy
401,838,Gigimot,"HealthTech, Life",B2B,1,"2,300.00",,2020,https://www.gigimot.com
402,841,TwogNation,Gaming,B2C,1,"2,200.00","128,100.00",2017,www.twoghub.com
403,842,Sentab,Consumer,-,1,"2,200.00",,2013,https://www.sentab.com/
404,845,Headtime OU,EdTech,B2C,2,"2,100.00",,2013,https://www.facebook.com/
405,847,MindChip,Transportation,B2B,2,"2,100.00","34,000.00",2019,mindchip.ee
406,851,Iffent,PropTech &,"B2B, C2C,",1,"2,100.00",,2019,iffent.ee
407,853,RingStone,Business,B2B,3,"2,100.00","150,100.00",2020,https://www.ringstonetech.com
408,858,rashidov.su,AgTech &,"B2B, B2C",1,"2,000.00",,2019,https://scale.rashidov.su
409,862,CEMAS - Marketing,AdTech &,B2B,2,"2,000.00",,2019,http://elemcon.marketing
410,865,Magnetic IP OU,Consumer,"B2B, B2C",1,"2,000.00","6,000.00",2015,teslaamazing.com
411,868,zerply,AdTech &,-,1,"1,900.00","6,700.00",2012,http://www.zerply.com/
412,870,REXR,Gaming,"B2B, B2C",2,"1,900.00","10,300.00",2018,www.rexr.io
413,871,Onde,Transportation,B2B,1,"1,800.00","893,500.00",2018,https://onde.app
414,873,Forestbook,AgTech &,B2B,1,"1,800.00","1,700,000.00",2018,https://www.forestbook.com
415,875,Local Guide OU,TravelTech,"C2C, B2C",1,"1,700.00","1,300.00",2012,www.likealocalguide.com
416,876,Aufort,FinTech,"B2B, B2C,",5,"1,700.00","9,900.00",2014,https://aufort.gold
417,878,Cardoo,FinTech,B2B2C,1,"1,700.00",,2021,https://cardoo.finance
418,879,VanOnGo,Transportation,-,2,"1,700.00","189,300.00",2019,https://vanongo.com/
419,881,ProProtein,AgTech &,B2B,1,"1,600.00",,2021,https://proprotein.eu/
420,883,Crassula,FinTech,B2B,1,"1,600.00",,2017,http://crassula.io
421,884,SinuLab,Business,"B2B, B2C",1,"1,600.00","23,900.00",2014,sinulab.com
422,886,Staffbranding,Business,"B2B,",1,"1,600.00",,2017,www.staffbranding.com
423,888,Vetik OU,CleanTech,B2B,2,"1,600.00",,2017,www.vetik.eu
424,889,TRIT,Business,"B2B, B2C,",2,"1,500.00",,2018,https://about.trit.pro/platform
425,891,Capster,"HealthTech, Life",-,2,"1,500.00","27,900.00",2014,https://capster.ee/
426,898,Energiaoksjon,Business,"B2B, B2G",2,"1,500.00","69,300.00",2018,www.energiaoksjon.ee
427,900,Gattai,Communication,"B2B, B2C",1,"1,500.00",,2019,https://www.gatt.ai
428,901,Paytailor,FinTech,B2B,1,"1,500.00","17,600.00",2015,https://www.paytailor.com
429,902,Pridegamesstudio,Gaming,B2C,1,"1,500.00","111,900.00",2018,https://www.pgstudio.io
430,903,Traxnet,AdTech &,-,2,"1,500.00",,2018,https://tracxnet.com/
431,905,Najafov Digital OU,EdTech,"B2B, B2C",2,"1,500.00","8,100.00",2017,https://www.najafov.co/
432,906,LearnWise,EdTech,"B2B, B2G",2,"1,500.00","14,600.00",2020,https://www.learnwise.io
433,907,Chain TLM,Transportation,B2B,1,"1,500.00",,2019,www.chaintlm.com
434,911,Smartswap,Consumer,"B2B, C2C,",3,"1,400.00","4,800.00",2019,www.smartswap.com
435,914,Skuuper,Business,"B2B, B2C",1,"1,400.00","4,100.00",2014,www.skuuper.com
436,916,KOMTERE OU,Consumer,"B2B, B2G,",1,"1,300.00",,2016,-
437,922,Adeo imaging,Business,-,1,"1,300.00","2,000.00",2014,http://adeoimaging.ee/
438,924,SATU Laboratory,"HealthTech, Life","B2B, B2C,",1,"1,300.00","32,800.00",2015,www.satulaboratory.com
439,932,Dilesy,EdTech,"B2C,",1,"1,200.00","32,600.00",2013,https://dilesy.com/
440,938,Tebo,EdTech,"B2B, C2C,",2,"1,100.00",,2015,www.tebo.me
441,940,Raison,FinTech,"B2B, B2C",1,"1,100.00","4,300.00",2017,raison.app
442,941,Deep Vantage,Business,B2B,1,"1,100.00",,2018,deepvantage.com
443,943,Ridline,Communication,B2B,1,"1,100.00","11,200.00",2016,www.ridline.com
444,944,TownChat,TravelTech,B2B2C,1,"1,100.00",,2020,http://townchat.io
445,945,Space Hub,Consumer,"B2C,",1,"1,100.00",,2020,https://kladovkin.ru
446,948,Zeew,Transportation,B2B,1,"1,100.00","54,500.00",2017,http://zeew.eu
447,951,M-Flowers.,Business,B2B,2,"1,000.00","401,300.00",2021,https://m-flowers.com/
448,954,enty,Business,"B2B, B2C",1,"1,000.00","121,700.00",2020,enty.io
449,956,Miratag,Business,B2B,2,"1,000.00","32,300.00",2014,https://www.miratag.com
450,958,HiStaff,Business,B2C,1,"1,000.00","6,600.00",2021,https://histaff.io
451,960,Callmidwife,"HealthTech, Life",-,6,"1,000.00",,2014,http://callmidwife.com/et/
452,963,Friedegggames OU,Gaming,B2C,1,"1,000.00","279,500.00",2018,https://friedeggames.com/
453,970,Unsinkable Robotics,Advanced,B2B,1,,"8,500.00",2019,https://unsinkable.eu/
454,973,Pagerr,Advanced,B2B,1,,"54,000.00",2019,pagerr.net
455,976,Naine.fit,"HealthTech, Life",B2C,1,,,2020,www.naine.fit
456,979,YORSO,AgTech &,B2B,1,,"1,100,000.00",2018,https://yorso.com
457,983,Work Quest,Business,"B2B, C2C,",1,,,2019,www.workquest.co
458,986,89COINS,Business,"B2B, B2C",1,,,2020,https://89coins.org/
459,989,Sellme,AdTech &,B2B,1,,,2018,https://sellme.ee
460,991,By Cycle,Business,"B2B, B2G,",1,,,2020,https://bycycle.io/
461,993,Neuromarketing tips,AdTech &,-,1,,"16,900.00",2018,https://neuromarketingtips.eu/
462,1000,Kookon,Consumer,-,2,,"260,100.00",2016,https://www.kookon.ee/
463,1003,Fanclear,FinTech,"B2B, B2C,",1,,,2020,fanclear.com
464,1005,SeekingWolf OU,AdTech &,"B2B, B2C",1,,,2017,http://seekingwolf.com.
465,1007,Talkie,"HealthTech, Life",B2B2C,1,,,2018,https://evaai.io/
466,1010,HealthCode AI,"HealthTech, Life","B2B, B2G",2,,"2,500.00",2018,www.healthcodeai.com
467,1016,Flowline,CleanTech,"B2B, B2G",1,,,2019,www.flowline.ee
468,1017,MyFinancier,FinTech,"B2C,",2,,"3,300.00",2017,www.myf.ee
469,1028,Evenstad,Business,B2B,2,,"1,100.00",2020,https://evenstad.ee
470,1030,TuEnvioYa OU,Transportation,"B2B, B2C",1,,"4,500.00",2017,www.tuenvioya.com.uy
471,1032,Captor,Business,B2B,1,,,2019,captor.us
472,1034,Price&Cost,FinTech,B2B,1,,"26,900.00",2015,www.priceandcost.com
473,1035,moduulo,Business,B2B,1,,,2018,https://www.moduulo.com/
474,1037,Myceen,CleanTech,"B2B, B2C",1,,,2021,www.myceen.com
475,1040,Surfzone,Consumer,-,1,,"12,900.00",2016,https://surfzone.co/
476,1043,Premium,Gaming,"B2B,",1,,"18,400.00",2016,www.pbt.com.mt
477,1047,EasyStyle,Business,"B2B,",1,,,2021,https://easystl.com/
478,1049,Relabit,PropTech &,B2B2C,1,,,2019,www.relabit.online
479,1051,S I L E N T O,Consumer,"B2C,",2,,"10,900.00",2019,www.silento.info
480,1054,Nudre,TravelTech,B2B,1,,,2019,www.nudre.com
481,1059,Rosella Kunst,Consumer,"B2B, B2C",11,,,2018,rosellakunst.com
482,1071,Captain Corrosion,Consumer,-,1,,"58,000.00",2016,https://captaincorrosion.com/
483,1076,hausECO,PropTech &,"B2B, B2C",1,,"9,700.00",2020,www.hauseco.ee
484,1080,zyffy,Consumer,"B2B, C2C,",1,,,2017,www.zyffy.com
485,1097,xappfactory,AdTech &,"B2B, B2C,",2,,,2020,xappfactory.com
486,1099,I Can Grab / Vahva,"HealthTech, Life",-,1,,"6,000.00",2017,www.vahva.eu
487,1105,Boardlee,Business,"B2B, B2C",1,,,2020,https://boardlee.com
488,1110,IMEPILT STUDIOS,Communication,B2B2C,1,,,2017,www.imepilt.com
489,1123,Frank.ai,AdTech &,B2B,1,,,2015,http://frank.ai/
490,1129,Festivality,Consumer,"B2B,",2,,,2015,http://www.festivality.co/
491,1132,Bakwerke,AdTech &,"B2B, C2C,",2,,,2016,https://www.ticketfriends.ee/
492,1135,CapOne Research OU,FinTech,"B2B, B2C",6,,,2016,www.caponeresearch.com
493,1142,Triggmine OU,AdTech &,B2B,1,,,2015,http://www.triggmine.com
494,1161,TempID,"HealthTech, Life",B2B2C,3,,,2017,www.tempid.ee
495,1173,TravelUnion OU,TravelTech,B2B,1,,,2016,www.travelunion.net
496,1210,DigiFlak,CyberTech,"B2B, B2C",1,,,2013,www.digiflak.com
497,1249,Fundwise,FinTech,"B2B, B2C",2,,"16,000.00",2014,fundwise.me
498,1250,CrowdCoinage OU,FinTech,"B2B, B2C",1,,,2017,https://crowdcoinage.com
499,1314,Vee Security,CyberTech,B2C,1,,,2018,veesecurity.com
500,1321,Goslim school (Vexor,"HealthTech, Life",B2C,1,,"567,800.00",2017,www.goslim.pro
501,1384,Aenbee OU,Consumer,"B2C,",2,,,2018,patentscope.wipo.int/search/en/
502,1475,XIV OU,Advanced,B2B,1,,,2017,www.xiv.ee
503,1488,SignLang,"HealthTech, Life",B2C,2,,"13,200.00",2018,signlang.io
504,1491,Sayat.me,Communication,"C2C, B2C",2,,,2018,sayat.me
505,1578,Feniks Gaming Ou,Gaming,"B2B, C2C,",1,,,2017,www.feniksgaming.com
506,1603,fetchM,AdTech &,"B2C,",1,,,2019,fetchm.app
507,1658,Inventory,AdTech &,-,1,,,2016,http://www.inventory.com/
508,1674,MotionChart,"HealthTech, Life",-,1,,,2014,https://motionchart.com/
509,1695,ScaleDrone,Business,-,1,,"6,000.00",2014,http://www.scaledrone.com/
510,1702,Somno,Business,-,2,,,2015,https://somno.co/et
511,1745,Rokkex,FinTech,-,1,,,2019,https://www.rokkex.com/
512,1753,Multiwebpay,FinTech,"B2B, C2C,",1,,,2018,https://nitronpay.com
513,1838,Graspic,Consumer,"B2C,",1,,,2018,graspic.app
514,1853,Pageloot,AdTech &,B2B,1,,"18,500.00",2019,www.pageloot.com/bio
515,1869,My Power Farm,CleanTech,B2B2C,1,,,2019,https://mypowerfarm.com/
516,1958,Pocketpet,"HealthTech, Life",B2B2C,1,,,2019,Pocketpet.co
517,2034,Envelope,Transportation,B2B,1,,,2020,http://nutiparkla.com/
518,2129,Formaloo,Business,B2B,2,,"2,800.00",2020,https://formaloo.com
519,2158,FoxIoT,Advanced,"B2B, B2C,",1,,"31,200.00",2020,www.foxiot.eu
520,2163,KBaas,Communication,B2B,1,,,2020,https://kbaas.ee
521,2195,Cloud Factory,Advanced,"B2B,",4,,"37,900.00",2017,www.cloudfactory.jewelry
522,2312,RogoBot,Transportation,B2B,1,,,2019,https://www.rogobot.com
523,2345,Haltura.ee,Business,"B2B, C2C,",1,,"6,400.00",2018,https://haltura.ee/
524,2398,TravelTube,TravelTech,B2B,4,,,2021,https://www.traveltube.io/
525,2450,THE Entify,CyberTech,-,1,,,2019,www.entifyme.com
526,2454,Werk,PropTech &,B2B,1,,"8,100.00",2020,https://www.werknow.eu/
527,2470,GlyNeura,"HealthTech, Life",B2B,1,,,2021,https://glyneura.com/
528,2490,Taskberry,Business,B2B,3,,,2020,www.taskberry.ee
529,2519,Naabrid,Consumer,B2B,1,,,2019,https://store.naabrid.ee/
530,2545,RAIKU,CleanTech,B2B,5,,"8,800.00",2021,www.raiku.co
531,2653,OPTIMO Robotics,Advanced,B2B,3,,"45,100.00",2020,optimo.ee
532,2688,Quantfall,CyberTech,B2B,1,,,2021,www.quantfall.com
533,2694,Meliora,CleanTech,"B2B, B2G,",1,,,2022,melioraplanet.com
534,2740,STRONG Dome Home,Advanced,"B2B, B2G,",1,,,2021,https://strongdomehome.com/
